PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Antagonist Activity,Antagonist Potency (uM),Antagonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
114,170465104,9051,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2C=CC4=CC(=O)CC[C@@]34C)C,Active,70,,,active antagonist,active antagonist,0.334915,-62.9325,inactive,,0,"Prestwick Chemical, Inc."
115,144211141,11048796,CO/N=C(\C1=CC=CC=C1OC2=C(C(=NC=N2)OC3=CC=CC=C3Cl)F)/C4=NOCCO4,Active,69,,,active antagonist,active antagonist,4.6682,-111.467,active antagonist,20.067,-63.4807,SIGMA
116,144213650,13271,C1=CC=C(C=C1)NC2=CC=C(C=C2)[N+](=O)[O-],Active,69,,,active antagonist,active antagonist,4.67296,-110.338,inconclusive antagonist,48.5577,-97.2193,SIGMA
117,144209850,24944555,CCCCCCCCCCCCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,Active,69,,,active antagonist,active antagonist,3.83356,-106.599,inconclusive antagonist,34.1666,-66.0942,Io-li-tec
118,170466382,5337997,C1=CC(=CC=C1C(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-])O,Active,69,,,active antagonist,active antagonist,4.05758,-106.15,active antagonist,14.3968,-52.2062,Vitas
119,144207895,11375816,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],Active,69,,,active antagonist,active antagonist,3.58665,-104.268,active antagonist,12.7259,-78.7943,Io-li-tec
120,144209811,16217238,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(=[N-])=NC#N,Active,69,,,active antagonist,active antagonist,3.24533,-99.9049,active antagonist,16.5803,-84.3394,Cytec
121,170465984,5857,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34,Active,69,,,active antagonist,active antagonist,1.38548,-81.7793,inactive,,0,"Prestwick Chemical, Inc."
122,144213953,5870,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,Active,69,,,active antagonist,active antagonist,0.458913,-66.0568,inactive,,0,SIGMA
123,144210312,,,Active,69,,,active antagonist,active antagonist,0.228175,-58.3873,inactive,,0,NTP-MRI Repository
124,170466473,65620,CC1=NC2=C(C=C1)C(=CC(=C2O)Br)Br,Active,68,,,active antagonist,active antagonist,6.43084,-120.752,inactive,,0,SIGMA
125,144212722,18771,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)SC(=C(S3)C#N)C#N,Active,68,,,active antagonist,active antagonist,5.24314,-111.709,active antagonist,15.956,-94.8423,Crescent
126,144212517,77328,C1C(C(CS1(=O)=O)(Cl)Cl)(Cl)Cl,Active,68,,,active antagonist,active antagonist,5.04574,-111.264,active antagonist,20.0875,-94.4128,Enamine
127,144211366,86398,C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,Active,68,,,active antagonist,active antagonist,5.04574,-107.592,inactive,,0,SIGMA
128,144211559,87323,C(#N)C1=C(C(=C(C(=N1)Cl)Cl)Cl)Cl,Active,68,,,active antagonist,active antagonist,4.32771,-104.178,active antagonist,52.4314,-94.2057,SIGMA
129,170465803,5702220,CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2.Cl,Active,68,,,active antagonist,active antagonist,4.05758,-100.407,inactive,,0,Vitas
130,144212154,6291,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC,Active,68,,,active antagonist,active antagonist,2.94844,-93.5854,inactive,,0,SIGMA
131,144213228,27465,C1=C(C(=CC(=C1Cl)N)Cl)C2=CC(=C(C=C2Cl)N)Cl,Active,68,,,active antagonist,active antagonist,3.06379,-91.735,inconclusive antagonist,54.4827,-39.204,Enamine
132,144213945,36242,CC12CC1(C(=O)N(C2=O)C3=CC(=CC(=C3)Cl)Cl)C,Active,68,,,active antagonist,active antagonist,1.26743,-77.1982,inactive,,0,Crescent
133,144207752,6620,CC1=C(C=CC(=C1)C(C)(C)C2=CC(=C(C=C2)O)C)O,Active,67,,,active antagonist,active antagonist,8.22386,-124.754,inconclusive antagonist,65.3245,-34.4743,SigmaAldrich
134,170466836,17693,C1CC1C(=O)NC2=CC(=C(C=C2)Cl)Cl,Active,67,,,active antagonist,active antagonist,7.79114,-121.402,inactive,,0,Vitas
135,144211118,17038,C1C=CCC2C1C(=O)N(C2=O)SC(C(Cl)Cl)(Cl)Cl,Active,67,,,active antagonist,active antagonist,7.69588,-118.977,active antagonist,26.278,-80.3629,SIGMA
136,170465687,6084,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl,Active,67,,,active antagonist,active antagonist,6.94386,-118.127,active antagonist,23.7101,-66.2562,Vitas
137,144208086,7120,CCN(CC)C1=CC=C(C=C1)N,Active,67,,,active antagonist,active antagonist,7.04772,-117.202,active antagonist,25.0063,-92.3091,SIGMA
138,144207326,5364713,CCCCCCCC/C=C\CCCCCCCCOCCO,Active,67,,,active antagonist,active antagonist,7.08062,-115.965,active antagonist,24.1771,-54.7961,SIGMA
139,144208401,2999413,C[C@H]1CCC[C@@H](CCCCCC2=C(C(=CC(=C2)O)O)C(=O)O1)O,Active,67,,,active antagonist,active antagonist,6.64774,-115.228,inactive,,0,Toronto Research
140,170464853,135398737,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,Active,67,,,active antagonist,active antagonist,6.18872,-108.35,inactive,,0,Enzo
141,144209222,19042,C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C,Active,67,,,active antagonist,active antagonist,5.46489,-106.362,active antagonist,16.6309,-79.6333,ABCR
142,144211613,31239,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-],Active,67,,,active antagonist,active antagonist,5.04574,-105.339,active antagonist,25.7785,-69.8464,Enamine
143,144210973,76302,C1=CC(=CC=C1C(C2=CC=C(C=C2)O)C(Cl)(Cl)Cl)O,Active,67,,,active antagonist,active antagonist,4.32771,-97.6412,inactive,,0,SIGMA
144,170466298,70882,CCC1=NC(=C2C=C(C(=CC2=C1)OC)OC)CC3=CC=CC=C3,Active,67,,,active antagonist,active antagonist,3.90482,-95.6804,inactive,,0,GVK
145,170466725,10308,C1CC2=CC=CC=C2NC3=CC=CC=C31,Active,67,,,active antagonist,active antagonist,2.11317,-79.1679,inactive,,0,GVK
146,144212912,75547,C1C2=CC=CC=C2C3=C1C=C(C=C3)O,Active,67,,,active antagonist,active antagonist,1.1296,-70.8003,inactive,,0,SIGMA
147,144213865,2375,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,Active,67,,,active antagonist,active antagonist,1.08531,-67.4,inactive,,0,SIGMA
148,170464921,3397,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,Active,67,,,active antagonist,active antagonist,0.694386,-63.6101,inactive,,0,Microsource
149,144210313,,,Active,67,,,active antagonist,active antagonist,0.074978,-42.6299,inactive,,0,NTP-MRI Repository
150,170465226,9556529,C1=CC(=C(C=C1Cl)Cl)CO/N=C(\CN2C=CN=C2)/C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-],Active,66,,,active antagonist,active antagonist,10.1922,-126.57,active antagonist,33.4915,-55.3357,Microsource
151,144213703,68589,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],Active,66,,,active antagonist,active antagonist,9.64914,-125.015,inconclusive antagonist,43.1011,-98.7857,SIGMA
152,170466835,6918454,C1CC1CONC(=O)C2=C(C(=C(C=C2)F)F)NC3=C(C=C(C=C3)I)Cl,Active,66,,,active antagonist,active antagonist,9.0838,-119.357,active antagonist,27.644,-34.7925,Tocris
153,170465054,9046,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC5CCCC5,Active,66,,,active antagonist,active antagonist,8.41267,-118.628,inactive,,0,SIGMA
154,170466791,656641,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,Active,66,,,active antagonist,active antagonist,8.41267,-114.041,active antagonist,26.6032,-62.814,SIGMA
155,144209893,15927,CC[N+]1=CC=CC=C1.[Br-],Active,66,,,active antagonist,active antagonist,8.24226,-112.81,active antagonist,27.084,-53.1757,Io-li-tec
156,144212515,21218,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],Active,66,,,active antagonist,active antagonist,5.8829,-104.661,active antagonist,17.903,-85.492,Enamine
157,144209781,73415808,[C@@H]([C@H](C(=O)[O-])[O-])(C(=O)[O-])[O-].[C@@H]([C@H](C(=O)[O-])[O-])(C(=O)[O-])[O-].O.O.O.[K+].[K+].[Sb+3].[Sb+3],Active,66,,,active antagonist,active antagonist,5.47598,-103.064,inconclusive antagonist,,,SigmaAldrich
158,144209498,13271,C1=CC=C(C=C1)NC2=CC=C(C=C2)[N+](=O)[O-],Active,66,,,active antagonist,active antagonist,5.08168,-98.7134,active antagonist,48.9036,-58.5369,SigmaAldrich
159,144213302,9444,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,Active,66,,,active antagonist,active antagonist,4.32771,-94.384,inactive,,0,SIGMA
160,170465076,9444,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,Active,66,,,active antagonist,active antagonist,4.21632,-94.2202,inactive,,0,Microsource
161,144210596,15787,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl,Active,66,,,active antagonist,active antagonist,3.43762,-83.7231,inactive,,0,Maybridge
162,144207918,8407,C1=CC=C(C=C1)NC2=CC=CC=C2[N+](=O)[O-],Active,66,,,active antagonist,active antagonist,2.71395,-82.8388,inactive,,0,SIGMA
163,144206942,92877,C[C@@]12CCC[C@H]1[C@@H]3CC[C@H]4C[C@H](CC[C@@]4([C@H]3CC2)C)O,Active,66,,,active antagonist,active antagonist,2.46377,-78.4198,inactive,,0,SIGMA
164,144211795,79688,C1=CC=C(C=C1)C2=C(C=C(C=C2)O)Cl,Active,66,,,active antagonist,active antagonist,2.00875,-74.6033,inactive,,0,LightBiologicals
165,144212286,5857,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34,Active,66,,,active antagonist,active antagonist,1.93312,-71.7543,inactive,,0,Sequoia
166,170464843,2391,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,Active,66,,,active antagonist,active antagonist,1.18832,-66.2835,inactive,,0,Labotest
167,144213602,7050,CCN(CC)C1=CC2=C(C=C1)C(=CC(=O)O2)C,Active,66,,,active antagonist,active antagonist,0.611306,-55.5587,inactive,,0,SIGMA
168,170466523,9849425,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N.C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N.OS(=O)(=O)O,Active,65,,,active antagonist,active antagonist,14.3968,-142.931,active agonist,25.6016,375.526,Vitas
169,170465422,68589,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],Active,65,,,active antagonist,active antagonist,11.4358,-124.41,inconclusive antagonist,,,Microsource
170,170466728,3019305,C1=CC=C2C(=C1)N=C(N2CC3=CC=C(C=C3)F)N,Active,65,,,active antagonist,active antagonist,10.5909,-117.065,inconclusive antagonist,,,GVK
171,170466489,243274,CCOC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C#N,Active,65,,,active antagonist,active antagonist,8.41267,-109.392,inactive,,0,Bosche
172,170465926,33611,CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl.Cl,Active,65,,,active antagonist,active antagonist,8.09594,-107.444,inactive,,0,Sequoia
173,144212847,94398,C1=C(C(=C(C(=C1[N+](=O)[O-])Cl)[N+](=O)[O-])Cl)C(F)(F)F,Active,65,,,active antagonist,active antagonist,7.69588,-104.336,active antagonist,33.082,-87.0979,LightBiologicals
174,170466454,68186,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCOC4=CC=C(C=C4)F,Active,65,,,active antagonist,active antagonist,6.94386,-102.017,inactive,,0,Tocris
175,144208750,7327,C1=CC=C(C=C1)S(=O)(=O)OC2=C(C=C(C=C2)Cl)Cl,Active,65,,,active antagonist,active antagonist,6.46219,-100.905,inactive,,0,ChemService
176,170465856,5265,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,Active,65,,,active antagonist,active antagonist,5.73149,-98.3249,inactive,,0,Enzo
177,144213843,517000,C1=CC2=C(C(=C1)O)N=CC=C2.C1=CC2=C(C(=C1)O)N=CC=C2.OS(=O)(=O)O,Active,65,,,active antagonist,active antagonist,6.75208,-97.6902,inactive,,0,SIGMA
178,170465558,8955,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,Active,65,,,active antagonist,active antagonist,6.43084,-97.1247,inactive,,0,"Prestwick Chemical, Inc."
179,170464810,64139,C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,Active,65,,,active antagonist,active antagonist,5.5157,-94.7175,inactive,,0,Vitas
180,144212397,8272,C1=CC=C2C(=C1)C(OS2(=O)=O)(C3=CC(=C(C(=C3)Br)O)Br)C4=CC(=C(C(=C4)Br)O)Br,Active,65,,,active antagonist,active antagonist,5.18698,-91.883,active antagonist,17.0444,-89.7159,Acros
181,144209225,27465,C1=C(C(=CC(=C1Cl)N)Cl)C2=CC(=C(C=C2Cl)N)Cl,Active,65,,,active antagonist,active antagonist,5.23781,-90.438,inconclusive antagonist,64.6869,-33.391,Sensient
182,144210131,11309,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,Active,65,,,active antagonist,active antagonist,4.52905,-85.2228,inactive,,0,SIGMA
183,170465614,5881,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C,Active,65,,,active antagonist,active antagonist,3.34915,-77.8557,inactive,,0,Labotest
184,144209988,12447,CC1=CC(=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N)C=CC1=N.Cl,Active,65,,,active antagonist,active antagonist,2.75898,-76.717,inactive,,0,TCI
185,144207667,7112,C1=CC(=CC=C1C2=CC=C(C=C2)O)O,Active,65,,,active antagonist,active antagonist,2.35632,-73.9056,inactive,,0,SigmaAldrich
186,144210034,10308,C1CC2=CC=CC=C2NC3=CC=CC=C31,Active,65,,,active antagonist,active antagonist,2.54173,-72.1847,inactive,,0,SIGMA
187,144212471,5833,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C,Active,65,,,active antagonist,active antagonist,0.136854,-42.3669,inactive,,0,Acros
188,144208408,79717,CC1=CC(=CC(=C1O)C)C(C)(C)C2=CC(=C(C(=C2)C)O)C,Active,64,,,active antagonist,active antagonist,24.9159,-177.383,inactive,,0,SIGMA
189,144207969,68589,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],Active,64,,,active antagonist,active antagonist,16.7064,-137.621,inconclusive antagonist,50.8413,-64.1267,SIGMA
190,144213718,10345790,CN1C2=NC(=NC=C2CN(C1=O)C3=CC=CC=C3Br)NC4=CC5=C(C=C4)OC(CO5)CO,Active,64,,,active antagonist,active antagonist,14.7772,-135.678,inconclusive antagonist,68.5896,-55.2936,Roche
191,144211431,3352,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,Active,64,,,active antagonist,active antagonist,12.7517,-119.515,active antagonist,61.5038,-59.4464,ChemService
192,170465343,5482,C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl,Active,64,,,active antagonist,active antagonist,11.0053,-117.375,inactive,,0,Microsource
193,170466012,3760,C1=CC(=C(C(=C1)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,Active,64,,,active antagonist,active antagonist,9.80846,-112.186,inactive,,0,"Prestwick Chemical, Inc."
194,144211410,10403199,C[C@@]1(C(=O)N(C(=N1)SC)NC2=CC=CC=C2)C3=CC=CC=C3,Active,64,,,active antagonist,active antagonist,9.68854,-111.788,active antagonist,43.2771,-57.6189,SIGMA
195,144211686,8753,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],Active,64,,,active antagonist,active antagonist,9.87337,-110.208,active antagonist,44.1027,-97.907,SIGMA
196,144214048,3034285,CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC,Active,64,,,active antagonist,active antagonist,9.31051,-108.819,active antagonist,31.0612,-57.113,LightBiologicals
197,170465084,2722,C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1,Active,64,,,active antagonist,active antagonist,10.1922,-107.052,inactive,,0,Vitas
198,144209686,8478,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-],Active,64,,,active antagonist,active antagonist,9.31429,-106.829,active antagonist,48.5084,-96.3294,Rohm and Haas
199,144209742,5590,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCO,Active,64,,,active antagonist,active antagonist,8.58226,-105.872,active antagonist,52.1117,-72.3766,SIGMA
200,144212231,22094,CC(C)OC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O,Active,64,,,active antagonist,active antagonist,9.32377,-104.847,inactive,,0,LightBiologicals
201,170465990,3316,CCCCCCOC1=CC=CC=C1C(=O)N,Active,64,,,active antagonist,active antagonist,8.41267,-102.589,inactive,,0,Microsource
202,144209368,27423,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,Active,64,,,active antagonist,active antagonist,7.90383,-101.356,active antagonist,31.4657,-60.2881,SIGMA
203,144208171,17570,C1=CC(=CC=C1O)SC2=CC=C(C=C2)O,Active,64,,,active antagonist,active antagonist,8.72028,-100.953,inactive,,0,SigmaAldrich
204,144212384,14250,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],Active,64,,,active antagonist,active antagonist,7.98883,-99.0282,active antagonist,24.3118,-40.3847,Acros
205,144213061,57363,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C,Active,64,,,active antagonist,active antagonist,7.99696,-97.5821,inactive,,0,SIGMA
206,144210592,61253,CCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,Active,64,,,active antagonist,active antagonist,7.99696,-97.2689,active antagonist,28.3743,-42.394,LightBiologicals
207,144212433,26030,Cl[Au](Cl)Cl,Active,64,,,active antagonist,active antagonist,7.69588,-97.0709,active antagonist,34.3762,-85.6086,Acros
208,144214007,8425,C1=CC=C(C=C1)CC2=C(C=CC(=C2)Cl)O,Active,64,,,active antagonist,active antagonist,7.38241,-94.617,inactive,,0,SIGMA
209,144214017,11818,C1=CC=C2C(=C1)C=C(C=C2[N+](=O)[O-])[N+](=O)[O-],Active,64,,,active antagonist,active antagonist,6.42885,-91.1967,inactive,,0,SIGMA
210,170466691,14589,C1CC2=CC=CC=C2C(=O)C3=CC=CC=C31,Active,64,,,active antagonist,active antagonist,5.73149,-87.8147,inactive,,0,GVK
211,144213115,108938,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N.Cl.Cl,Active,64,,,active antagonist,active antagonist,5.66142,-85.1694,inactive,,0,LightBiologicals
212,144210598,8413,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N,Active,64,,,active antagonist,active antagonist,3.84531,-78.1614,inactive,,0,SIGMA
213,144213078,5881,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C,Active,64,,,active antagonist,active antagonist,4.16478,-77.9896,inactive,,0,SIGMA
214,144207264,21694,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)[N+](=O)[O-],Active,64,,,active antagonist,active antagonist,3.43413,-77.534,inactive,,0,SIGMA
215,170464818,57363,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C,Active,64,,,active antagonist,active antagonist,3.48017,-73.6643,inactive,,0,"Prestwick Chemical, Inc."
216,144207919,9158,C1=CC=C2C=C3C4=CC=CC5=C4C(=CC=C5)C3=CC2=C1,Active,64,,,active antagonist,active antagonist,3.13838,-72.4058,inactive,,0,SIGMA
217,144211851,6867,CC1=CC(=O)OC2=C1C=CC(=C2)N(C)C,Active,64,,,active antagonist,active antagonist,2.94844,-72.1079,inconclusive agonist,54.4827,41.8002,LightBiologicals
218,144213051,7103,C1=CC=C(C=C1)C2=CC=C(C=C2)O,Active,64,,,active antagonist,active antagonist,2.00875,-67.0514,inactive,,0,SIGMA
219,144209418,7103,C1=CC=C(C=C1)C2=CC=C(C=C2)O,Active,64,,,active antagonist,active antagonist,2.05977,-63.7037,inactive,,0,SIGMA
220,251919665,87293,CCN(CC)C1=CC(=C(C=C1)C=O)O,Active,64,,,active antagonist,active antagonist,1.7903,-63.1547,inactive,,0,Sigma Chemical Company
221,144214008,6436449,CC1(CC/C(=C/C2=CC=C(C=C2)Cl)/C1(CN3C=NC=N3)O)C,Active,64,,,active antagonist,active antagonist,1.34398,-59.5668,inactive,,0,LightBiologicals
222,144207908,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,64,,,active antagonist,active antagonist,0.987604,-56.2508,inactive,,0,SIGMA
223,170465020,5870,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,Active,64,,,active antagonist,active antagonist,0.473079,-47.3941,inactive,,0,Vitas
224,144206329,92140,CCCC(=O)OC[C@H]([C@H]([C@H](CN1C2=C(C=C(C(=C2)C)C)N=C3C1=NC(=O)NC3=O)OC(=O)CCC)OC(=O)CCC)OC(=O)CCC,Active,63,,,active antagonist,active antagonist,17.4422,-129.914,inactive,,0,ACC
225,144212716,47936,CC(=O)O[C@H]1[C@H]([C@@H]2[C@]([C@H](CCC2(C)C)O)([C@@]3([C@@]1(O[C@@](CC3=O)(C)C=C)C)O)C)O,Active,63,,,active antagonist,active antagonist,15.956,-126.033,active antagonist,54.4827,-57.3183,SIGMA
226,144207336,16659,C1=CC=C2C(=C1)N=C(C(=N2)Cl)Cl,Active,63,,,active antagonist,active antagonist,16.7659,-125.976,inactive,,0,SIGMA
227,144207299,2734247,CCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],Active,63,,,active antagonist,active antagonist,14.9577,-121.96,active antagonist,49.1509,-55.4467,Io-li-tec
228,144211763,14842,CC1=C(C=CC(=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2)C(C)(C)CC(C)(C)C.[Cl-],Active,63,,,active antagonist,active antagonist,14.1341,-117.502,active antagonist,46.4446,-101.606,SIGMA
229,144214040,5564,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,Active,63,,,active antagonist,active antagonist,13.707,-114.717,active antagonist,46.2104,-65.5636,SIGMA
230,144211526,51605,CCOC(=O)NCCOC1=CC=C(C=C1)OC2=CC=CC=C2,Active,63,,,active antagonist,active antagonist,12.6743,-114.381,active antagonist,54.4827,-51.6124,SIGMA
231,144208159,7329,C1=CC(=C(C=C1Cl)SC2=C(C=CC(=C2)Cl)O)O,Active,63,,,active antagonist,active antagonist,13.1434,-113.179,active antagonist,44.8788,-60.2589,Sensient
232,170465625,10113978,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,Active,63,,,active antagonist,active antagonist,11.8832,-111.426,inactive,,0,Sequoia
233,144209768,8755,CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],Active,63,,,active antagonist,active antagonist,11.4685,-109.915,active antagonist,52.2206,-103.508,SIGMA
234,144212382,8753,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],Active,63,,,active antagonist,active antagonist,11.3684,-109.416,active antagonist,41.9148,-80.4511,Acros
235,144211315,4130,COP(=S)(OC)OC1=CC=C(C=C1)[N+](=O)[O-],Active,63,,,active antagonist,active antagonist,10.4614,-104.436,inactive,,0,SIGMA
236,170464719,22571,CCCCC(CC)COC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C#N,Active,63,,,active antagonist,active antagonist,10.5909,-103.903,inactive,,0,Labotest
237,144206804,3003141,C1[C@H](S/C(=C(\C#N)/N2C=CN=C2)/S1)C3=C(C=C(C=C3)Cl)Cl,Active,63,,,active antagonist,active antagonist,10.5909,-103.861,inactive,,0,Pharmaron
238,144210190,6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Active,63,,,active antagonist,active antagonist,9.21957,-98.6869,inactive,,0,SIGMA
239,144213127,7327,C1=CC=C(C=C1)S(=O)(=O)OC2=C(C=C(C=C2)Cl)Cl,Active,63,,,active antagonist,active antagonist,8.30982,-96.6867,inactive,,0,LightBiologicals
240,144212468,8507,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=C(C=C(C=C3)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+],Active,63,,,active antagonist,active antagonist,7.69588,-94.8493,active antagonist,25.2886,-82.3051,Acros
241,144214002,7594,C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)N,Active,63,,,active antagonist,active antagonist,7.90163,-93.0413,inactive,,0,SIGMA
242,251919827,608116,CC(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Active,63,,,active antagonist,active antagonist,6.35221,-87.8717,inactive,,0,MRIGlobal
243,144213822,75576,C1=CC=C(C(=C1)CC2=CC=C(C=C2)O)O,Active,63,,,active antagonist,active antagonist,6.35221,-87.3559,inactive,,0,Sigma DiscoveryCPR
244,170464849,3333,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,Active,63,,,active antagonist,active antagonist,7.21552,-87.1937,inactive,,0,Specs
245,144211994,243274,CCOC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C#N,Active,63,,,active antagonist,active antagonist,6.11306,-86.5064,inactive,,0,SIGMA
246,144208934,76302,C1=CC(=CC=C1C(C2=CC=C(C=C2)O)C(Cl)(Cl)Cl)O,Active,63,,,active antagonist,active antagonist,6.0882,-86.0599,inactive,,0,SigmaAldrich
